title,author,score,num_reviewers,main genre,middle genre,subclass,introduction,review
쿨투라 2020.11 Vol.77,작가 편집부,0.0점, 0,잡지,문예/교양지,문예,『쿨투라』는 월간 문화전문지다.,"‘커피’의 모든 것, 그리고 강릉 시문화[걸리버 여행기]를 쓴 조너선 스위프트는 이런 말을 남겼다. ""커피는 우리를 진지하고 엄숙하고 철학적이 되게 해준다."" 커피를 즐길 수 있는 공간이라면 더더욱 그러할 것이다. 1686년 파리의 코메디 프랑세즈 극장 앞에 카페 프로코프(Procope)가 문을 열었다. 지금도 여전히 같은 상호로 레스토랑 영업을 하고 있는 이 집이 파리 최초의 커피하우스다. 스위프트의 말마따나 철학자인 볼테르, 루소, 디드로 등이 드나들며 토론을 벌였고, 미국에서 대사로 부임한 토머스 제퍼슨이나 벤자민 프랭클린도 대서양 너머의 프로코프를 사랑했다. 당시의 커피하우스는 손님들 모두가 자기 의견을 개진하고 열렬하게 토론을 나눌 수 있는 열린 공간이었다. 그렇기에 프랑스대혁명의 주역인 로베스피에르, 당통, 마라 등이 이곳에서 혁명의 씨앗을 뿌릴 수 있었던 것이다. 심지어 젊은 나폴레옹도 매일 프로코프에 들러서 몇 잔의 커피를 마시곤 했다. 프랑스 근대사의 주요 사건과 인물들을 커피가 전부 지켜본 것이다. 노래도 커피를 칭송한다. 줄리 런던의 고혹적인 음성으로 [Black Coffee]를 듣고 있으면 나도 모르게 설탕을 넣지 않은 커피를 찾게 된다. 같은 노래를 엘라 피츠제럴드가 부르면 조금은 더 따뜻한 느낌이 든다. 밥 딜런의 [One More Cup of Coffee]를 들으면 커피 한 잔을 더 마시고 싶어지고, 시원하게 터지는 김추자의 막힘없는 목소리로 ""커피 한 잔을 시켜놓고 그대 올 때를 기다려 봐도""라는 가사를 듣고 있으면 기다림조차 지루해지지 않는다. 커피 노래의 역사는 오래전으로 거슬러 올라간다. '음악의 아버지' 바흐는 [커피 칸타타]로 익살스럽게 예찬했다. ""커피 맛이 얼마나 좋은데요! 천 번의 키스보다 더 감미롭고 머스캣 와인보다 더 달콤하다고요."" 하긴 베토벤도 정확히 60개의 커피콩을 갈아서 커피 한 잔을 추출해 마실 정도로 커피에 대한 애정이 깊었다. 커피가 그들의 정신을 맑게 해주고 창작에도 도움을 주었다는 생각이 든다. 11월호 Theme는 ‘커피’이번 11월호 테마는 '커피'이다. ""요즘은 커피를 마시는 것보다 커피콩을 갈아서 그 향기를 맡는 쪽을 더 선호한다. 그라인딩만 했을 때 나는 향이 커피를 추출했을 때 나는 냄새보다 훨씬 달콤하고 향긋하기 때문""이라는 고형욱 작가는 커피전문가답게 '커피의 문화'와 역사를 해박하게 해석한다. 우리는 왜 커피를 마실까? 김정우 교수는 대한민국의 광고에서 큰 획을 그은 브랜드 중의 하나인 '맥심'의 “커피 광고 이야기”를 들려주며, 커피와 광고가 만나는 지점을 분석하고, 안진용 기자는 '커피' 하면 “가장 많이 거론되는 이름”인 ‘배우 공유’와 그의 커피 같은 작품들을 이야기한다서영호 뮤지션은 카페는 단순히 “커피를 마시며 이야기를 나누는 공간“이 아니라며 ""커피의 공간, 그리고 음악""에 대한 콘텐츠를 분석하고, 제주에서 바다가 보이는 책방카페 [시인의 집]을 운영하는 손세실리아 시인은 ""나도 이런 카페의 단골이면 좋겠다""고 고백한다. 진영하 작가는 보헤미안 박이추 커피 공장, 테라로사, 커피커퍼, 툇마루 카페, 안목의 커피 거리 등 커피의 도시, 강릉을 아야기하고, 손희 에디터는 스타벅스 커피 체인 1호점과 마니아들만 아는 보석 같은 커피 브랜드들이 즐비한 로맨틱한 커피의 성지, 시애틀을 소개한다. 인간은 아직 커피 본연의 향을 100% 완벽하게 끌어내지 못한다고 한다. 향기를 만끽하다가 이따금 한 모금씩 마시는 커피의 맛. 커피마니아이자 전문필자들이 펼치는 커피의 향과 문화는 더없이 깊고 그윽하다. 책가옥 이두헌 대표와 아티스트 B. 코 & 권소정 인터뷰인터뷰에는 [수요일엔 빨간 장미를] [새벽기차] [풍선]을 부른 뮤지션 다섯손가락의 리더에서 커피로스터로 거듭난 책가옥의 이두헌 대표(손정순)를 만났다. 그는 ""책가옥은 커피를 볶지 않습니다. 책가옥이 아니라 이두헌이 커피를 볶습니다. 저는 커피 볶는 일을 누구에게 맡기지 않아요. 제가 하죠.""라고 커피철학을 밝혔다. 뿐만 아니라 그룹 다섯손가락 데뷔 시절 이야기, 가구작가 유희열 씨와의 우정으로 탄생한 나무 통판, 삼각형으로 만든 힐링 문화 공간 책가옥, 딱 세 분만을 위한 특별한 커피 강좌와 뮤지션들의 자존감을 드높여주는 공연을 비롯한 커피장인 다이보 가쓰지와의 만남을 통해 뮤지션에서 커피로스터가 된 영화의 한 장면 같은 이야기를 들려준다. '아무나'로 살지 않았으면 좋겠어요. 나는 나여야 아름답다. '아름'의 어원이 나라고 하더군요. 무엇이든 나다운 것이 아름답다고 해요. 항상 어디를 가든지 나를 나답게 만들어주는 공간, 나를 나답게 만들어주는 음식, 친구. 연필 하나라도 정성스럽게 나를 위해 깎아주는 그런, 이 공간도 그래서 기성품을 하나도 쓰지 않았어요. 물론 긴 세월이 걸렸지만 전부다 일일이 손으로 만들었고, 커피 내리는 기계도 모두 수동으로 하는 수고가 있지만 이렇게 하는 모든 것들은 다 아름답기 위해서 하는 거예요. 그룹 '다섯손가락'을 이끌었던 뮤지션 이두헌은 커피문화공간 '책가옥'에서 지금도 여전히 멋진 음악과 삶으로, 커피와 책 그리고 음악 사랑을 공유하며 동시대 문화와 호흡하고 있다. 또한 커피향과 함께 기록되는 의지 다큐먼트(DOC.U.MENT)의 아티스트 B. 코 & 권소정을 인터뷰(김준철)했다. 한국과 미국에서 Fine Art를 전공하고 Sculpture와 Performance Art 작업을 하는 아티스트 두 분이 운영하는 이 카페는 1989년부터 LA를 대표하는 갤러리 중 하나였던 'Andrew Shire'였다. 개관 후, 한국 유명작가들의 작품을 전시했었고 백남준의 전시회도 열렸던 유서 깊은 곳으로 이 카페는 이제 한인뿐 아니라 외국인들이 더 선호하고 찾는 곳이 되었다. 코씨는 ""카페의 시작부터 모든 일이 사고처럼 이루어졌고 그 결과는 늘 예상 밖이었다""며 ""'다큐먼트'라는 이름은 그 시작과 과정 또는 결말을 기록하자는 생각으로 만들었고 지금도 매일 여러 방법으로 기록하고 있다""고 말한다. 그녀는 유럽 여행 때 보았던 아름다운 기억도 꺼내 놓았다. 로컬 카페에서 종종 손님들이 자신의 뒷사람을 위해 커피값을 미리 지불하여, 돈 없는 사람도 누구나 커피를 마실 수 있도록 배려하는 문화를 경험했던 것이다. 그런 일을 하는 데는 큰 결심이나 큰돈이 필요치 않다. 작은 마음의 여유와 배려만 있다면 가능하다. 그런 카페가 있는 골목이나 동네, 도시는 참으로 밝을 것 같다. 그런 경험과 기억들이 지금의 다큐먼트를 만들게 했고, 앞으로도 사업을 이어가는 바탕이 되었으면 좋겠다는 바람을 전했다.""가능하면 자주 새롭고 의미 있는 공연이나 이벤트를 기획하려고 합니다. 그동안 사진 프로젝트 외에도 음악 공연이나 시낭송회, 북 사인회, 아티스트 렉쳐 등 여러가지 행사를 했습니다. 2020년에도 많은 계획이 있었는데, 팬데믹 때문에 보류하였습니다. 상황이 좋아지면 클래식 음악 리사이틀, 그리고 한국의 판소리나 창을 하시는 분들도 초대해 공연하고 싶습니다."" 할로윈 때마다 좀 더 재미있고 색다른 인테리어가 없을까 고민하다 직원들의 사진을 찍어 전시한 것이 계기가 되어 어느새 정기적인 사진 프로젝트로 자리 잡았다는 권소정 아티스트는 ""매일 지나치는 보통 사람들이 그들만의 스토리를 가질 때 보이는 특별함이 담담하게 전달되길“ 바란다고 밝혔다연재물과 리뷰, 월평갤러리는 갤러리는 [Movements Seeking Balance]展과 언주라운드 개관전 [크랙; C-R-A_C-K]을 소개하고, 지역문화탐방은 강릉문화로 강릉 출신 박용재 시인과 함께 떠나는 강릉 시문학여행이다. 강릉문화는 강릉지역의 빼어난 자연경관과 정이 넘치는 삶을 시인들이 자신의 마음거울(心鏡)에 비춰 빚어낸 시문학이 근간을 이룬다. 여기에 천년축제인 단오부터 서정적인 가사의 농악과 민요, 영화와 커피까지 4계절 부채살처럼 펼쳐진다. 대관령과 바다로부터 이야기가 모여들어 호수에서 하나가 되고, 산의 양(陽)과 바다의 음(陰)이 경호(鏡湖)로 모여 아름다운 연꽃의 미소를 펼쳐 보인다. 영동과 영서를 이어주는 대관령에서 박용재 시인과 함께 하는 강릉 시 여행은 강릉문화를 더욱 강릉답게 하는 아름다운 인문예술 기행이 될 것이다. 오광수 대중문화평론가의 한국 대중문화의 결정적 사건들 10「공화국과 3S정책이 만든 스타들」, 이무영 감독의 재미있게 시나리오 쓰기 11「가장 큰 위기, 또는 고비」의 연재를 비롯한 강릉국제영화제, 서울무용영화제 등 11월 영화제와 김민정 교수의 드라마 월평「드라마의 다양한 얼굴 [여자 형사] 너의 목소리가 들려」, 전철희 평론가의 문학 월평「무의미에 대한 감각 이지아, 『오트 쿠튀르』」, 차성환 평론가의 연극 월평「큐브(cube) 바깥의 연극 : [왕중왕]」, 최교익 교수의 공연 월평「시간을 거슬러 이루어진 사랑」, 설규주 교수의 사회문화에세이「연결의 달인, 커피」 등 전문필진들의 노고로 더 빛나는 리뷰들이 이 가을의 끝자락에서 커피 한잔을 생각하게 할 것이다."
마리끌레르 Marie Claire A형 2020.11 (표지 : 황민현) 표지: 뉴이스트 황민현,마리끌레르 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,"1) 부록: 커리쉴 실키 오일 세럼(100ML)2) 표지: 뉴이스트 황민현3) 주요기사: 아스트로 문빈,산하 / SF9 로운",
"2,000원으로 밥상 차리기 2020.10",이밥차 편집부,0.0점, 0,잡지,여성/패션/리빙,,,
맨즈 헬스 Men's Health C형 2020.11 (표지 : 골든차일드 이장준 A형) 표지 : 이장준 (골든차일드),맨즈 헬스 편집부,0.0점, 0,,,,"1) 부록: 유리아쥬 푸루리시드 크림(100ML) 22.03.31 / 정가:24,000원2) 표지: 이장준",
모터트렌드 Motor Trend 2020.11,모터트렌드 편집부,0.0점, 0,잡지,자연/공학,기계/자동차,,
게이머즈 Gamer'z 2020.10,편집부,0.0점, 0,잡지,컴퓨터/게임/그래픽,게임(Game),『게이머즈』는 게임문화에 발행하는 월간지로 게임 관련 최신 소식을 소개한다.,
맵스 Maps 2020.11 (표지 : 몬스타엑스(MONSTA X) 민혁 2종 중 랜덤) 표지: 몬스타엑스(MONSTA X) 민혁/ 표지 2종중 랜덤발송,인피닛미디어 편집부,0.0점, 0,잡지,여성/패션/리빙,여성/패션,『맵스』는 패션을 중심으로 문화에 대한 엄선된 기준을 통해 확실하고 체계적인 지식을 제공해주는 웹진이다.,
파티씨에 Patissier 2020.11,빠띠씨에 편집부,0.0점, 0,잡지,여성/패션/리빙,,『파티시에(PARTISSIER)』는 제빵기술을 서술한 전문지다.,
"맥스큐 MAXQ A형 2020.11 표지 : 정한나, 이하린, 강주연, 이선이",(주)맥스큐인터내셔널,0.0점, 0,잡지,취미/여행,레저/스포츠,(주)맥스큐인터내셔널에서 발행하는 헬스 남성잡지,
내셔널 지오그래픽 트래블러 National Geographic Traveler 2020.11,내셔널 지오그래픽 트래블러 편집부,0.0점, 0,잡지,취미/여행,여행,"내셔널지오그래픽 트래블러 한국판 ",
우먼센스 B형 2020.10,우먼센스 편집부,0.0점, 0,잡지,여성/패션/리빙,,1) 부록: 락앤락 건식품보관용기(3.4L)2) 표지: 장신영,
말씀대로 믿고 살고 누리는 큐티인(QTIN)(영문판)(2020년 11월호),QTM 편집부,0.0점, 0,종교,기독교(개신교),,"◆말씀대로 믿고 살고 누리는 《QTin》성경을 구속사적으로 읽기 원하고, 성경적 가치관으로 변화되기 원하는 청장년층을 대상으로 합니다. 현재는 국내외 독자들에게 구속사적인 말씀묵상 운동을 전하고자 40여 명의 필진과 편집부가 섬기고 있습니다.◆구속사적인 본문해설성경의 원리를 삶의 전반에 적용하여 복음 안에서 경건한 성도의 삶을 추구할 수 있도록 묵상을 돕는 본문해설을 제공합니다.◆평신도들의 진솔한 묵상간증그날의 큐티 본문에 근거한 평신도들의 진솔한 묵상과 회개와 적용이 담긴 간증이 매일 수록되어 있습니다.◆소그룹 큐티 나눔(GQS)보다 깊이 있는 공동체 큐티 나눔을 위한 소그룹 큐티 나눔(Group QT Sharing)이 포함되어 있습니다.？ NIV 영어성경 본문 사용    ？ 맥체인 성경 읽기표 제공 (1년 동안 구약 1독, 신약과 시편 2독)",
"디자인 Design 2020.10 100개의 숍, 100가지 디자인 / 창간 44주년 기념호",디자인하우스편집부,0.0점, 0,잡지,예술/대중문화,음악/미술,"『월간 디자인』은 디자인하우스에서 발간하고 1976년에 창간된 월간지이다. 디자이너와 디자인의 가치를 알리고 소개하는 일을 해왔으며, 전문 디자이너를 비롯해 오피니언 리더들에게 앞선 디자인에 관한 최신 콘텐츠를 제공한다.",
포브스 코리아 Forbes Korea 2020.11,포브스코리아 편집부,0.0점, 0,잡지,인문/사회/종교,경제/경영,"『포브스 코리아』는 경제리더들의 성공 노하우와 경영철학, 글로벌 기업들의 최신 경영트렌드를 담은 잡지다.",
유통물가 2020.11,유통물가 편집부,0.0점, 0,잡지,인문/사회/종교,경제/경영,한국응용통계연구원 발행된 월간 『유통물가』는 공사비ㆍ참고자료ㆍ정부조달우수제품 정보를 제공한다.,
과학동아 2020.10 합본,과학동아 편집부,10.0점, 8,잡지,자연/공학,자연과학,"국내외 첨단 과학 소식을 정확하고 자세하게 전달하고, 참신한 사진과 상세한 일러스트로 재미있고 이해하기 쉽게 과학이론을 알려주는 과학잡지 『과학동아』 합본호.","한눈에 보는 이공계·의대 진로가이드, ‘웰컴! 사이언티스트’    과학동아는 2016년 1월 22일, 이공계를 지망하는 중고등학생과, 구체적인  진로를 고민 중인 대학생을 위해 인포그래픽으로 구성된 이공계  진로가이드 ‘웰컴! 사이언티스트’를 펴냈다.- ‘웰컴! 사이언티스트’는 과학동아가 정기독자에게 2년에 걸쳐 제공한 인기 연재물을 묶은 합본 단행본으로, 자연대, 공대, 의대 등 17개 전공 상세 정보를 수록하고 있다. - ‘웰컴! 사이언티스트’는 인포그래픽 형식으로 누구나 쉽게 학과 관련 진로 정보를 얻을 수 있게 디자인됐다.- 현직 진로 전문가, 직업 상담 전문가 등이 참여해 구체적이고 현실적인 진로 상담을 수록했으며, 해당 전공을 한 뒤 연구실 또는 기업으로 진출한 선배들을 인터뷰해 보다 생생한 정보를 얻을 수 있게 했다.□ (참고) ‘과학동아’- 과학동아는 1986년 1월 창간해 올해 30주년을 맞은 국내 최장수 과학전문 월간지다. 중,고등학생부터 대학생, 과학자 등 다양한 독자들이 꾸준히 애독하고 있으며, 최근에는 온라인 과학 뉴스(dongascience.com), 디지털 매거진(앱북), 그리고 수학잡지 ‘수학동아’와 어린이 과학잡지 ‘어린이과학동아’ 등 자매지를 통해 더욱 다양한 과학 문화 콘텐츠를 제공하고 있다."
상식퍼즐 2020.11 중ㆍ상급자용,상식퍼즐 편집부,0.0점, 0,잡지,취미/여행,기타,"""치매예방 우리말 겨루기""",
매거진 B (Magazine B) 2018.Vol.67   교토 (Kyoto),JOH & Company (제이오에이치) 편집부,10.0점, 3,잡지,인문/사회/종교,경제/경영,,
Boouk(부엌)(No.5): 베를린(Berlin) Kunst Table in Berlin,로우프레스(rawpress) 편집부,0.0점, 0,잡지,문예/교양지,교양,"『BOOUK(부엌)(NO.5): 베를린(BERLIN)』은 부엌을 통해 동시대 사람들의 먹고 사는 일, 식(食)과 주(住)에 대한 이야기를 풀어내는 인터뷰 중심 계간지(일년에 네 번 발행)입니다. 시간에 따라 사람에 따라 변화하고 혹은 간직하고 있는 부엌에 대한 의미는 물론 그 안에 담긴 사람들의 생활 패턴과 취향, 감성까지 진솔한 시선과 글로 담아내고자 합니다.",
스타퍼즐 2020.11 초ㆍ중급자용,스타퍼즐 편집부,0.0점, 0,잡지,취미/여행,기타,"재미있는 우리말 낱말풀이",
맨즈 헬스 Men's Health B형 2020.11,맨즈 헬스 편집부,0.0점, 0,잡지,취미/여행,레저/스포츠,,
